food_item,category,calories_kcal,protein_,carbohydrates_,fat_,fiber_,sugars_,sodium_(mg),cholesterol_(mg),meal_type,water_intake_(ml),impact_tags,image,timestamp,quantity,enhanced_tags
Brown Rice,,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,2025-11-24,100g,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
Palak Sabzi,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Bhindi Sabzi,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Paneer,,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,2025-11-24,100g,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Samosa,,262.0,4.0,24.0,17.0,2.0,1.0,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,2025-11-24,1 piece,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Bhel,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Chai,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,1 cup,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Coffee with Milk,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'caffeine', 'wholeFood', 'pcosFriendly']",,2025-11-24,1 cup,"['lowProtein', 'lowFibre', 'dairySensitive', 'caffeine', 'wholeFood', 'pcosFriendly']"
Papaya,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Apple,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,1,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Mango,,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,2025-11-24,100g,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Idli,Indian,60.0,2.0,12.0,0.4,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Dosa,Indian,168.0,3.0,25.0,5.0,1.0,1.0,,,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Masala Dosa,Indian,168.0,3.0,25.0,5.0,1.0,1.0,,,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'mediumGlycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Uttapam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Sambar,Indian,70.0,3.0,10.0,2.0,2.0,3.0,,,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Upma,Indian,180.0,4.0,25.0,7.0,3.0,2.0,,,,,"['lowProtein', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'pcosFriendly']"
Pongal,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Vada,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Medu Vada,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Poha,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'high_glycemic', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Sabudana Khichdi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Thepla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Paratha,Indian,260.0,5.0,38.0,10.0,4.0,2.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'highCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Aloo Paratha,Indian,260.0,5.0,38.0,10.0,4.0,2.0,,,,,"['lowProtein', 'high_glycemic', 'highCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'highCarb', 'gutFriendly', 'wholeFood', 'pcosFriendly']"
Paneer Paratha,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'high_glycemic', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chapati,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood', 'glutenSensitive']",,,,"['lowProtein', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood', 'glutenSensitive']"
Roti,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Naan,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Butter Naan,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Tandoori Roti,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Bhatura,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Chole,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Rajma,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Dal Tadka,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Dal Fry,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Moong Dal,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Masoor Dal,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Chana Dal,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Khichdi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Biryani,Indian,290.0,10.0,40.0,10.0,2.0,2.0,,,,,"['wholeFood', 'highCarb', 'lowFibre', 'pcosFriendly']",,,,"['wholeFood', 'highCarb', 'lowFibre', 'pcosFriendly']"
Veg Biryani,Indian,290.0,10.0,40.0,10.0,2.0,2.0,,,,,"['wholeFood', 'highCarb', 'lowFibre', 'pcosFriendly']",,,,"['wholeFood', 'highCarb', 'lowFibre', 'pcosFriendly']"
Chicken Biryani,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mutton Biryani,Indian,294.0,25.0,0.0,21.0,0.0,0.0,,,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Fish Curry,Indian,206.0,22.0,0.0,12.0,0.0,0.0,,,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Prawn Curry,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Paneer Butter Masala,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Shahi Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Kadai Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Palak Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Matar Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Paneer Bhurji,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Aloo Gobi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Baingan Bharta,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Bhindi Fry,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Mix Veg,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Jeera Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
Curd Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'dairySensitive', 'highGlycemic', 'wholeFood']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'dairySensitive', 'highGlycemic', 'wholeFood']"
Lemon Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
Tamarind Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'high_glycemic', 'lowFibre', 'highGlycemic', 'wholeFood']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'lowFibre', 'highGlycemic', 'wholeFood']"
Fried Rice,Indian,130.0,2.5,28.0,0.3,0.5,0.0,,,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'proInflammatory', 'high_glycemic', 'lowFibre', 'highGlycemic', 'ultraProcessed']",,,,"['lowProtein', 'noAddedSugar', 'pcosTrigger', 'proInflammatory', 'lowFibre', 'highGlycemic', 'ultraProcessed']"
Veg Pulao,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Chicken Pulao,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Aloo Tikki,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Samosa,Indian,262.0,4.0,24.0,17.0,2.0,1.0,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Kachori,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Pani Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Bhel Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Dahi Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Sev Puri,Indian,101.0,2.0,11.0,6.0,1.0,0.5,,,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'noAddedSugar', 'lowFibre', 'wholeFood', 'pcosFriendly']"
Vada Pav,Indian,150.0,4.0,28.0,2.0,1.0,3.0,,,,,"['lowProtein', 'high_glycemic', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Misal Pav,Indian,150.0,4.0,28.0,2.0,1.0,3.0,,,,,"['lowProtein', 'high_glycemic', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Pav Bhaji,Indian,150.0,4.0,28.0,2.0,1.0,3.0,,,,,"['lowProtein', 'high_glycemic', 'lowFibre', 'wholeFood', 'processed', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Idiyappam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Appam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Fish Fry,Indian,206.0,22.0,0.0,12.0,0.0,0.0,,,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Tandoori Chicken,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Chicken Curry,Indian,240.0,27.0,4.0,12.0,1.0,2.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Mutton Curry,Indian,294.0,25.0,0.0,21.0,0.0,0.0,,,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Egg Curry,Indian,155.0,13.0,1.0,11.0,0.0,1.0,,,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Egg Bhurji,Indian,155.0,13.0,1.0,11.0,0.0,1.0,,,,,"['highProtein', 'noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['noAddedSugar', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Omelette,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Chole Bhature,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Rasgulla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Gulab Jamun,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Jalebi,Indian,150.0,1.0,35.0,0.5,0.0,30.0,,,,,"['lowProtein', 'pcosTrigger', 'high_glycemic', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']",,,,"['lowProtein', 'pcosTrigger', 'highCarb', 'lowFibre', 'sugary', 'wholeFood']"
Kheer,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Payasam,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Lassi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Buttermilk,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']"
Curd,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']"
Paneer,Indian,265.0,18.0,6.0,20.0,0.0,4.0,,,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']",,,,"['highProtein', 'lowFibre', 'lowCarb', 'wholeFood', 'pcosFriendly']"
Milk,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'dairySensitive', 'wholeFood', 'pcosFriendly']"
Tea,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'caffeine', 'wholeFood', 'pcosFriendly']"
Masala Chai,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Filter Coffee,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'lowFibre', 'caffeine', 'wholeFood', 'pcosFriendly']",,,,"['lowProtein', 'lowFibre', 'caffeine', 'wholeFood', 'pcosFriendly']"
Thali,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Rasgulla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Peda,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Sandesh,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Dhokla,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Khandvi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Handvo,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Undhiyu,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Dal Dhokli,Indian,198.0,12.0,26.0,2.0,8.0,4.0,,,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']",,,,"['gutFriendly', 'wholeFood', 'highFibre', 'pcosFriendly']"
Kadhi,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Kadhi Chawal,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Chole Kulche,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Kulcha,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
Sarson da Saag,Indian,150.0,4.0,20.0,5.0,2.0,5.0,,,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']",,,,"['lowProtein', 'wholeFood', 'lowFibre', 'pcosFriendly']"
